Indicadores de las asignaturas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;asignaturas vinculadas;;cambio de semestre, no viene en listado origen, aprobado Fase previa POD;;;
Fecha de generación: Thu Apr 15 16:18:46 CEST 2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;aaaaaa;asignaturas nuevas 21-22;;;;;
Año;Cod Centro;Centro;Cod Asignatura;Asignatura;NumAreas;Cod Area;Area;Cod Departamento;Departamento;Tipo Plan;Cod Plan;Plan;Nivel Experimentalidad;Tipo de asignatura;Clase;Ciclo;Curso;Periodo;CredTeoAsig;CredTotalAsig;Vínculo;Destino vínculo;Grupos;AlumPrev;Matriculados;MaxAnteriorActual;CredTeoArea;EncTeoArea;CredArea;Horas estud tipo1;Horas prof tipo1;Horas estud tipo2;Horas prof tipo2;Horas estud tipo3;Horas prof tipo3;Horas estud tipo4;Horas prof tipo4;Horas estud tipo5;Horas prof tipo5;Horas estud tipo6;Horas prof tipo6;Horas estud tipo7;Horas prof tipo7;Horas estud tipo8;Horas prof tipo8;Horas estud tipo9;Horas prof tipo9;Horas estud tipo10;Horas prof tipo10;Eprop;Easig;Econt;Eref;AlsProf;Contabiliza necesidades;EncargoCursoAnterior;EncAsignadoCursoAnt;AlumCursoMenos1;AlumCursoMenos2;AlumCursoMenos3;AlumCursoMenos4;AlumCursoMenos5;MotivoMantenerOptativa;MotivoCambioAlumPrev;MotivoCambioGrupos;ImpartidaCursoAnterior;EstadoFase0;EstadoFase1;EstadoFase2;Eprop-Econt;Numero subgrupos T2 ofertados 2021-2022;Numero subgrupos T3 ofertados 2021-2022;Numero subgrupos T2 ofertados 2020-2021;Numero subgrupos T3 ofertados 2020-2021;Diferencia T2 ;Diferencia T3 ;CAMBIOS;;;;;;
2021;110;Escuela de Ingeniería y Arquitectura;29723;Criterios de diseño de máquinas;1;545;Ingeniería Mecánica;5004;Ingeniería Mecánica;GRA ECTS;434;Graduado en Ingeniería Mecánica;3;NOR;O;X;3;S1;0,00;6,00;-;0;3;137;0;137;0,000;0,00;6,000;45,000;135,000;0,000;0,000;15,000;180,000;0,000;0,000;0,000;0,000;20,000;72,000;65,000;0,000;5,000;0,000;0,000;0,000;0,000;0,000;387,00;0,00;328,80;328,80;8,50;S;387,00;387,00;136;137;161;124;165;-;;;S;;GUARDADO;PENDIENTE;58,20;0;12;0;12;0;0;;;;;;;
2021;110;Escuela de Ingeniería y Arquitectura;29724;Ingeniería térmica;1;590;Máquinas y Motores Térmicos;5004;Ingeniería Mecánica;GRA ECTS;434;Graduado en Ingeniería Mecánica;3;NOR;O;X;3;S1;0,00;6,00;-;0;3;156;0;156;0,000;0,00;6,000;45,000;135,000;0,000;0,000;15,000;135,000;0,000;0,000;0,000;0,000;15,000;93,600;69,000;0,000;6,000;0,000;0,000;0,000;0,000;0,000;363,60;0,00;374,40;366,60;10,30;S;366,60;366,60;130;156;161;158;167;-;;;S;;GUARDADO;PENDIENTE;-10,80;0;9;0;9;0;0;;;;;;;
2021;110;Escuela de Ingeniería y Arquitectura;29725;Tecnologías de fabricación II;1;515;Ingeniería de los Procesos de Fabricación;5002;Ingeniería de Diseño y Fabricación;GRA ECTS;434;Graduado en Ingeniería Mecánica;3;NOR;O;X;3;S2;0,00;6,00;-;0;3;132;0;132;0,000;0,00;6,000;30,000;90,000;12,000;36,000;18,000;162,000;0,000;0,000;0,000;0,000;40,000;30,000;48,000;0,000;2,000;0,000;0,000;0,000;0,000;0,000;318,00;0,00;316,80;316,80;9,96;S;372,00;372,00;134;132;161;123;153;-;;;S;;GUARDADO;PENDIENTE;1,20;3;12;3;12;0;0;quitar 3 subgrupos de prácticas, dejar como está, las necesitan;;;;;;
2021;110;Escuela de Ingeniería y Arquitectura;29726;Sistemas automáticos;1;520;Ingeniería de Sistemas y Automática;5007;Informática e Ingeniería de Sistemas;GRA ECTS;434;Graduado en Ingeniería Mecánica;3;NOR;O;X;3;S ;0,00;6,00;-;0;3;167;0;198;0,000;0,00;6,000;30,000;90,000;15,000;45,000;15,000;180,000;0,000;0,000;0,000;0,000;15,000;45,000;70,000;0,000;5,000;0,000;0,000;0,000;0,000;0,000;360,00;0,00;400,80;360,00;11,13;S;360,00;360,00;209;189;170;198;182;-;;;S;;PRECUMPLIMENT;PENDIENTE;-40,80;3;12;3;12;0;0;;;;;;;
2021;110;Escuela de Ingeniería y Arquitectura;29727;Teoría de estructuras y construcciones industriales;1;605;Mec. de Medios Contínuos y Teor. de Estructuras;5004;Ingeniería Mecánica;GRA ECTS;434;Graduado en Ingeniería Mecánica;3;NOR;O;X;3;S2;0,00;6,00;-;0;3;167;0;177;0,000;0,00;6,000;30,000;90,000;15,000;45,000;14,000;168,000;0,000;0,000;0,000;0,000;15,000;100,200;71,000;0,000;5,000;0,000;0,000;0,000;0,000;0,000;403,20;0,00;400,80;397,80;9,94;S;397,80;397,80;192;129;158;153;206;-;;;S;;GUARDADO;PENDIENTE;2,40;3;12;3;12;0;0;;;;;;;
2021;110;Escuela de Ingeniería y Arquitectura;29728;Máquinas y motores térmicos;1;590;Máquinas y Motores Térmicos;5004;Ingeniería Mecánica;GRA ECTS;434;Graduado en Ingeniería Mecánica;3;NOR;O;X;3;S2;0,00;6,00;-;0;3;147;0;147;0,000;0,00;6,000;45,000;135,000;0,000;0,000;15,000;135,000;0,000;0,000;0,000;0,000;15,000;87,000;69,000;0,000;6,000;0,000;0,000;0,000;0,000;0,000;357,00;0,00;352,80;352,80;9,88;S;357,00;357,00;138;147;145;168;201;-;;;S;;GUARDADO;PENDIENTE;4,20;0;9;0;9;0;0;;;;;;;
2021;110;Escuela de Ingeniería y Arquitectura;29729;Máquinas e instalaciones de fluidos;1;600;Mecánica de Fluidos;5001;Ciencia y Tecnología de Materiales y Fluidos;GRA ECTS;434;Graduado en Ingeniería Mecánica;3;NOR;O;X;3;S1;0,00;6,00;-;0;3;167;0;188;0,000;0,00;6,000;30,000;90,000;20,000;120,000;10,000;160,000;0,000;0,000;0,000;0,000;12,000;30,000;71,000;0,000;7,000;0,000;0,000;0,000;0,000;0,000;400,00;0,00;400,80;400,80;10,02;S;405,00;405,00;194;150;175;174;229;-;;;S;;GUARDADO;PENDIENTE;-0,80;6;16;6;16;0;0;;;;;;;
2021;110;Escuela de Ingeniería y Arquitectura;29730;Oficina de proyectos;1;305;Expresión Gráfica de la Ingeniería;5002;Ingeniería de Diseño y Fabricación;GRA ECTS;434;Graduado en Ingeniería Mecánica;3;NOR;O;X;4;S1;0,00;6,00;-;0;2;159;0;159;0,000;0,00;6,000;30,000;60,000;15,000;60,000;15,000;120,000;0,000;0,000;0,000;0,000;70,000;0,000;15,000;0,000;5,000;0,000;0,000;0,000;0,000;0,000;240,00;0,00;381,60;240,00;15,90;S;240,00;240,00;136;159;134;152;140;-;;;S;;GUARDADO;PENDIENTE;-141,60;4;8;4;8;0;0;;;;;;;
2021;110;Escuela de Ingeniería y Arquitectura;29731;Organización y dirección de empresas;1;650;Organización de Empresas;4012;Dirección y Organización de Empresas;GRA ECTS;434;Graduado en Ingeniería Mecánica;2;NOR;O;X;4;S1;0,00;6,00;-;0;2;163;0;166;0,000;0,00;6,000;45,000;90,000;0,000;0,000;8,000;64,000;0,000;0,000;0,000;0,000;30,000;139,400;64,000;0,000;3,000;0,000;0,000;0,000;0,000;0,000;293,40;0,00;293,40;258,00;13,33;S;279,00;258,00;127;166;123;152;159;-;;;S;;GUARDADO;PENDIENTE;0,00;0;8;0;8;0;0;;;;;;;
2021;110;Escuela de Ingeniería y Arquitectura;29733;Sistemas térmicos de generación;1;590;Máquinas y Motores Térmicos;5004;Ingeniería Mecánica;GRA ECTS;434;Graduado en Ingeniería Mecánica;3;NOR;P;X;4;S1;0,00;6,00;Destino;0;1;33;0;28;0,000;0,00;6,000;45,000;45,000;0,000;0,000;13,000;26,000;2,000;4,000;0,000;0,000;10,000;12,400;74,000;0,000;6,000;0,000;0,000;0,000;0,000;0,000;87,40;0,00;79,20;79,20;9,06;S;87,40;87,40;26;33;31;35;48;-;;;S;;GUARDADO;PENDIENTE;8,20;0;2;0;2;0;0;;;;;;;
2021;110;Escuela de Ingeniería y Arquitectura;29734;Calor y frío industrial;1;590;Máquinas y Motores Térmicos;5004;Ingeniería Mecánica;GRA ECTS;434;Graduado en Ingeniería Mecánica;3;NOR;P;X;4;S1;0,00;6,00;Destino;0;1;45;0;19;0,000;0,00;6,000;45,000;45,000;0,000;0,000;12,000;36,000;3,000;3,000;0,000;0,000;20,000;36,000;64,000;0,000;6,000;0,000;0,000;0,000;0,000;0,000;120,00;0,00;108,00;108,00;9,00;S;125,60;125,60;23;44;52;43;34;-;;;S;;GUARDADO;PENDIENTE;12,00;0;3;0;3;0;0;;;;;;;
2021;110;Escuela de Ingeniería y Arquitectura;29736;Motores de combustión;1;590;Máquinas y Motores Térmicos;5004;Ingeniería Mecánica;GRA ECTS;434;Graduado en Ingeniería Mecánica;3;NOR;P;X;4;S1;0,00;6,00;Origen;30034;0;0;0;22;0,000;0,00;6,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,00;0,00;0,00;0,00;0,00;N;0,00;0,00;0;0;0;0;0;-;;;S;;PENDIENTE;PENDIENTE;0,00;0;0;0;0;0;0;;;;;;;
2021;110;Escuela de Ingeniería y Arquitectura;29737;Diseño de instalaciones de fluidos;1;600;Mecánica de Fluidos;5001;Ciencia y Tecnología de Materiales y Fluidos;GRA ECTS;434;Graduado en Ingeniería Mecánica;3;NOR;P;X;4;S2;0,00;6,00;Origen;29942;0;0;0;16;0,000;0,00;6,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,00;0,00;0,00;0,00;0,00;N;0,00;0,00;0;0;0;0;0;-;;;S;;PENDIENTE;PENDIENTE;0,00;0;0;0;0;0;0;;;;;;;
2021;110;Escuela de Ingeniería y Arquitectura;29738;Tecnología de la construcción;1;510;Ingeniería de la Construcción;5004;Ingeniería Mecánica;GRA ECTS;434;Graduado en Ingeniería Mecánica;3;NOR;P;X;4;S2;0,00;6,00;-;0;1;36;0;36;0,000;0,00;6,000;30,000;30,000;0,000;0,000;30,000;30,000;0,000;0,000;0,000;0,000;42,000;58,500;45,000;0,000;3,000;0,000;0,000;0,000;0,000;0,000;118,50;0,00;86,40;86,40;7,29;S;105,50;105,50;42;36;22;23;35;-;;;S;;GUARDADO;PENDIENTE;32,10;0;1;0;1;0;0;;;;;;;
2021;110;Escuela de Ingeniería y Arquitectura;29739;Estructuras metálicas;1;605;Mec. de Medios Contínuos y Teor. de Estructuras;5004;Ingeniería Mecánica;GRA ECTS;434;Graduado en Ingeniería Mecánica;3;NOR;P;X;4;S1;0,00;6,00;-;0;1;20;0;20;0,000;0,00;6,000;30,000;30,000;15,000;15,000;15,000;15,000;0,000;0,000;0,000;0,000;20,000;16,000;65,000;0,000;5,000;0,000;0,000;0,000;0,000;0,000;76,00;0,00;72,00;72,00;6,32;S;76,80;76,80;14;20;5;13;13;-;;;S;;GUARDADO;PENDIENTE;4,00;1;1;1;1;0;0;;;;;;;
2021;110;Escuela de Ingeniería y Arquitectura;29740;Análisis estructural de instalaciones industriales;1;605;Mec. de Medios Contínuos y Teor. de Estructuras;5004;Ingeniería Mecánica;GRA ECTS;434;Graduado en Ingeniería Mecánica;3;NOR;P;X;4;S1;0,00;6,00;Destino;0;1;21;0;13;0,000;0,00;6,000;30,000;30,000;15,000;15,000;15,000;15,000;0,000;0,000;0,000;0,000;20,000;16,800;65,000;0,000;5,000;0,000;0,000;0,000;0,000;0,000;76,80;0,00;72,00;72,00;6,56;S;75,20;75,20;14;21;16;19;7;-;;;S;;GUARDADO;PENDIENTE;4,80;1;1;1;1;0;0;;;;;;;
2021;110;Escuela de Ingeniería y Arquitectura;29741;Estructuras de hormigón;1;605;Mec. de Medios Contínuos y Teor. de Estructuras;5004;Ingeniería Mecánica;GRA ECTS;434;Graduado en Ingeniería Mecánica;3;NOR;P;X;4;S2;0,00;6,00;Origen;30733;0;0;0;17;0,000;0,00;6,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,00;0,00;0,00;0,00;0,00;N;0,00;0,00;0;0;0;0;0;-;;;S;;PENDIENTE;PENDIENTE;0,00;0;0;0;0;0;0;;;;;;;
2021;110;Escuela de Ingeniería y Arquitectura;29742;Materiales industriales avanzados;1;065;Ciencia de los Materiales e Ingeniería Metalúrgica;5001;Ciencia y Tecnología de Materiales y Fluidos;GRA ECTS;434;Graduado en Ingeniería Mecánica;3;NOR;P;X;4;S2;0,00;6,00;-;0;1;67;0;67;0,000;0,00;6,000;30,000;30,000;15,000;15,000;12,000;72,000;0,000;0,000;0,000;0,000;20,000;43,800;67,000;0,000;6,000;0,000;0,000;0,000;0,000;0,000;160,80;0,00;160,80;120,00;10,00;S;120,00;120,00;43;68;49;0;0;-;;;S;;GUARDADO;PENDIENTE;0,00;1;6;1;2;0;4;añadir 4 subgrupos de prácticas, o no se reflejan o no han dicho nada;;;;;;
2021;110;Escuela de Ingeniería y Arquitectura;29743;Cálculo de elementos de máquinas;1;545;Ingeniería Mecánica;5004;Ingeniería Mecánica;GRA ECTS;434;Graduado en Ingeniería Mecánica;3;NOR;P;X;4;S1;0,00;6,00;Destino;0;1;44;0;39;0,000;0,00;6,000;45,000;45,000;0,000;0,000;15,000;60,000;0,000;0,000;0,000;0,000;35,000;48,000;50,000;0,000;5,000;0,000;0,000;0,000;0,000;0,000;153,00;0,00;105,60;105,60;6,90;S;160,00;160,00;41;44;55;66;72;-;;;S;;GUARDADO;PENDIENTE;47,40;0;4;0;4;0;0;;;;;;;
2021;110;Escuela de Ingeniería y Arquitectura;29744;Diseño y arquitectura de vehículos;1;530;Ingeniería e Infraestructura de los Transportes;5004;Ingeniería Mecánica;GRA ECTS;434;Graduado en Ingeniería Mecánica;3;NOR;P;X;4;S1;0,00;6,00;Origen;30051;0;0;0;84;0,000;0,00;6,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,00;0,00;0,00;0,00;0,00;N;0,00;0,00;0;0;0;0;0;-;;;S;;PENDIENTE;PENDIENTE;0,00;0;0;0;0;0;0;;;;;;;
2021;110;Escuela de Ingeniería y Arquitectura;29745;Vibraciones y ruido en máquinas;1;545;Ingeniería Mecánica;5004;Ingeniería Mecánica;GRA ECTS;434;Graduado en Ingeniería Mecánica;3;NOR;P;X;4;S1;0,00;6,00;-;0;1;24;0;24;0,000;0,00;6,000;30,000;30,000;15,000;15,000;15,000;30,000;0,000;0,000;0,000;0,000;15,000;10,000;70,000;0,000;5,000;0,000;0,000;0,000;0,000;0,000;85,00;0,00;72,00;72,00;6,78;S;85,00;85,00;12;25;23;21;32;-;;;S;;GUARDADO;PENDIENTE;13,00;1;2;1;2;0;0;;;;;;;
2021;110;Escuela de Ingeniería y Arquitectura;29746;Sistemas mecánicos en máquinas y vehículos;2;530;Ingeniería e Infraestructura de los Transportes;5004;Ingeniería Mecánica;GRA ECTS;434;Graduado en Ingeniería Mecánica;3;NOR;P;X;4;S2;0,00;6,00;Destino;0;1;46;0;37;0,000;0,00;3,000;22,500;22,500;0,000;0,000;7,500;30,000;0,000;0,000;0,000;0,000;17,500;32,200;25,000;0,000;2,500;0,000;0,000;0,000;0,000;0,000;84,70;0,00;55,20;55,20;6,52;S;85,40;85,40;62;36;47;45;70;-;;;S;;GUARDADO;PENDIENTE;29,50;0;4;0;4;0;0;;;;;;;
2021;110;Escuela de Ingeniería y Arquitectura;29746;Sistemas mecánicos en máquinas y vehículos;2;545;Ingeniería Mecánica;5004;Ingeniería Mecánica;GRA ECTS;434;Graduado en Ingeniería Mecánica;3;NOR;P;X;4;S2;0,00;6,00;Destino;0;1;46;0;37;0,000;0,00;3,000;22,500;22,500;0,000;0,000;7,500;30,000;0,000;0,000;0,000;0,000;17,500;24,000;25,000;0,000;2,500;0,000;0,000;0,000;0,000;0,000;76,50;0,00;55,20;55,20;7,22;S;64,50;64,50;62;36;47;45;70;-;;;S;;GUARDADO;PENDIENTE;21,30;0;4;0;4;0;0;;;;;;;
2021;110;Escuela de Ingeniería y Arquitectura;29747;Producción industrial;1;515;Ingeniería de los Procesos de Fabricación;5002;Ingeniería de Diseño y Fabricación;GRA ECTS;434;Graduado en Ingeniería Mecánica;3;NOR;P;X;4;S1;0,00;6,00;Origen;30048;0;0;0;42;0,000;0,00;6,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,00;0,00;0,00;0,00;0,00;N;0,00;0,00;0;0;0;0;0;-;;;S;;PENDIENTE;PENDIENTE;0,00;0;0;0;0;0;0;;;;;;;
2021;110;Escuela de Ingeniería y Arquitectura;29748;Calidad industrial;1;515;Ingeniería de los Procesos de Fabricación;5002;Ingeniería de Diseño y Fabricación;GRA ECTS;434;Graduado en Ingeniería Mecánica;3;NOR;P;X;4;S1;0,00;6,00;Origen;30049;0;0;0;31;0,000;0,00;6,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,00;0,00;0,00;0,00;0,00;N;0,00;0,00;0;0;0;0;0;-;;;S;;PENDIENTE;PENDIENTE;0,00;0;0;0;0;0;0;;;;;;;
2021;110;Escuela de Ingeniería y Arquitectura;29749;Sistemas de fabricación;1;515;Ingeniería de los Procesos de Fabricación;5002;Ingeniería de Diseño y Fabricación;GRA ECTS;434;Graduado en Ingeniería Mecánica;3;NOR;P;X;4;S1;0,00;6,00;-;0;1;16;0;16;0,000;0,00;6,000;26,000;26,000;12,000;12,000;18,000;18,000;4,000;4,000;0,000;0,000;20,000;12,000;68,000;0,000;2,000;0,000;0,000;0,000;0,000;0,000;72,00;0,00;72,00;72,00;5,33;S;78,00;78,00;12;16;27;23;30;-;;;S;;GUARDADO;PENDIENTE;0,00;1;1;1;2;0;-1;quitar 1 subgrupo de prácticas, DEJAR COMO ESTÁ;;;;;;
2021;110;Escuela de Ingeniería y Arquitectura;29750;Medición y mantenimiento;1;515;Ingeniería de los Procesos de Fabricación;5002;Ingeniería de Diseño y Fabricación;GRA ECTS;434;Graduado en Ingeniería Mecánica;3;NOR;P;X;4;S2;0,00;6,00;-;0;1;39;0;39;0,000;0,00;6,000;30,000;30,000;12,000;12,000;14,000;28,000;4,000;4,000;0,000;0,000;0,000;0,000;88,000;0,000;2,000;0,000;0,000;0,000;0,000;0,000;74,00;0,00;93,60;74,00;12,65;S;74,00;74,00;37;39;34;40;42;-;;;S;;GUARDADO;PENDIENTE;-19,60;1;2;1;2;0;0;;;;;;;
2021;110;Escuela de Ingeniería y Arquitectura;29751;Fabricación integrada;1;515;Ingeniería de los Procesos de Fabricación;5002;Ingeniería de Diseño y Fabricación;GRA ECTS;434;Graduado en Ingeniería Mecánica;3;NOR;P;X;4;S2;0,00;6,00;Destino;0;1;57;0;29;0,000;0,00;6,000;30,000;30,000;10,000;10,000;18,000;90,000;2,000;2,000;0,000;0,000;0,000;0,000;88,000;0,000;2,000;0,000;0,000;0,000;0,000;0,000;132,00;0,00;136,80;136,80;10,36;S;186,00;186,00;73;57;82;66;72;-;;;S;;GUARDADO;PENDIENTE;-4,80;1;5;1;8;0;-3;quitar 3 subgrupos de prácticas;;;;;;
2021;110;Escuela de Ingeniería y Arquitectura;29752;Hidráulica y neumática industrial;1;600;Mecánica de Fluidos;5001;Ciencia y Tecnología de Materiales y Fluidos;GRA ECTS;434;Graduado en Ingeniería Mecánica;3;NOR;P;X;4;S2;0,00;6,00;-;0;1;21;0;21;0,000;0,00;6,000;30,000;30,000;0,000;0,000;26,000;52,000;4,000;4,000;0,000;0,000;50,000;0,000;40,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;86,00;0,00;72,00;72,00;5,86;S;86,00;86,00;22;21;33;37;18;-;;;S;;GUARDADO;PENDIENTE;14,00;0;2;0;2;0;0;;;;;;;
2021;110;Escuela de Ingeniería y Arquitectura;29753;Edificación industrial;1;510;Ingeniería de la Construcción;5004;Ingeniería Mecánica;GRA ECTS;434;Graduado en Ingeniería Mecánica;3;NOR;P;X;4;S1;0,00;6,00;Origen;30039;0;0;0;51;0,000;0,00;6,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,00;0,00;0,00;0,00;0,00;N;0,00;0,00;0;0;0;0;0;-;;;S;;PENDIENTE;PENDIENTE;0,00;0;0;0;0;0;0;;;;;;;
2021;110;Escuela de Ingeniería y Arquitectura;29800;Matemáticas I;1;595;Matemática Aplicada;2005;Matemática Aplicada;GRA ECTS;440;Graduado en Ingeniería Electrónica y Automática;2;NOR;B;X;1;S ;0,00;6,00;-;0;2;149;0;155;0,000;0,00;6,000;42,000;84,000;0,000;0,000;12,000;96,000;0,000;0,000;0,000;0,000;20,000;88,000;73,000;0,000;3,000;0,000;0,000;0,000;0,000;0,000;268,00;0,00;268,20;240,00;13,34;S;240,00;240,00;150;131;128;152;145;-;;;S;;GUARDADO;PENDIENTE;-0,20;0;8;0;8;0;0;;;;;;;
2021;110;Escuela de Ingeniería y Arquitectura;29801;Matemáticas II;1;595;Matemática Aplicada;2005;Matemática Aplicada;GRA ECTS;440;Graduado en Ingeniería Electrónica y Automática;2;NOR;B;X;1;S ;0,00;6,00;-;0;2;149;0;151;0,000;0,00;6,000;42,000;84,000;0,000;0,000;12,000;96,000;0,000;0,000;0,000;0,000;20,000;88,000;73,000;0,000;3,000;0,000;0,000;0,000;0,000;0,000;268,00;0,00;268,20;240,00;13,34;S;240,00;240,00;145;142;122;142;126;-;;;S;;GUARDADO;PENDIENTE;-0,20;0;8;0;8;0;0;;;;;;;
2021;110;Escuela de Ingeniería y Arquitectura;29802;Física I;1;385;Física Aplicada;2002;Física Aplicada;GRA ECTS;440;Graduado en Ingeniería Electrónica y Automática;3;NOR;B;X;1;S ;0,00;6,00;-;0;2;149;0;161;0,000;0,00;6,000;43,000;86,000;0,000;0,000;10,000;80,000;0,000;0,000;0,000;0,000;8,000;16,000;84,000;0,000;5,000;0,000;0,000;0,000;0,000;0,000;182,00;0,00;357,60;182,00;19,65;S;182,00;182,00;156;154;137;159;131;-;;;S;;GUARDADO;PENDIENTE;-175,60;0;8;0;8;0;0;;;;;;;
2021;110;Escuela de Ingeniería y Arquitectura;29803;Química;1;765;Química Orgánica;2013;Química Orgánica;GRA ECTS;440;Graduado en Ingeniería Electrónica y Automática;3;NOR;B;X;1;S ;0,00;6,00;-;0;2;149;0;152;0,000;0,00;6,000;30,000;60,000;20,000;40,000;10,000;120,000;0,000;0,000;0,000;0,000;0,000;0,000;85,000;0,000;5,000;0,000;0,000;0,000;0,000;0,000;220,00;0,00;357,60;210,00;16,25;S;210,00;210,00;149;144;127;149;140;-;;;S;;GUARDADO;PENDIENTE;-137,60;2;14;2;12;0;2;añadir 2 subgrupos T3 7/7/21;;;;;;
2021;110;Escuela de Ingeniería y Arquitectura;29804;Fundamentos de informática;1;570;Lenguajes y Sistemas Informáticos;5007;Informática e Ingeniería de Sistemas;GRA ECTS;440;Graduado en Ingeniería Electrónica y Automática;3;NOR;B;X;1;S ;0,00;6,00;-;0;2;148;0;148;0,000;0,00;6,000;30,000;60,000;10,000;40,000;20,000;180,000;0,000;0,000;0,000;0,000;20,000;75,000;65,000;0,000;5,000;0,000;0,000;0,000;0,000;0,000;355,00;0,00;355,20;250,00;10,01;S;340,00;250,00;135;148;144;151;141;-;;;S;;GUARDADO;PENDIENTE;-0,20;4;9;4;8;0;1;añadir 1 subgrupo de prácticas: infor5 M 13-15 Semanal;;;;;;
2021;110;Escuela de Ingeniería y Arquitectura;29805;Matemáticas III;1;595;Matemática Aplicada;2005;Matemática Aplicada;GRA ECTS;440;Graduado en Ingeniería Electrónica y Automática;2;NOR;B;X;1;S ;0,00;6,00;-;0;2;149;0;155;0,000;0,00;6,000;42,000;84,000;0,000;0,000;12,000;96,000;0,000;0,000;0,000;0,000;20,000;88,000;73,000;0,000;3,000;0,000;0,000;0,000;0,000;0,000;268,00;0,00;268,20;240,00;13,34;S;240,00;240,00;148;155;155;174;178;-;;;S;;GUARDADO;PENDIENTE;-0,20;0;8;0;8;0;0;;;;;;;
2021;110;Escuela de Ingeniería y Arquitectura;29806;Expresión gráfica y diseño asistido por ordenador;1;305;Expresión Gráfica de la Ingeniería;5002;Ingeniería de Diseño y Fabricación;GRA ECTS;440;Graduado en Ingeniería Electrónica y Automática;3;NOR;B;X;1;S ;0,00;6,00;-;0;2;141;0;141;0,000;0,00;6,000;30,000;60,000;15,000;90,000;15,000;120,000;0,000;0,000;0,000;0,000;20,000;64,000;65,000;0,000;5,000;0,000;0,000;0,000;0,000;0,000;334,00;0,00;338,40;334,00;10,13;S;334,00;334,00;132;141;139;163;155;-;;;S;;GUARDADO;PENDIENTE;-4,40;6;8;6;8;0;0;;;;;;;
2021;110;Escuela de Ingeniería y Arquitectura;29807;Física II;1;385;Física Aplicada;2002;Física Aplicada;GRA ECTS;440;Graduado en Ingeniería Electrónica y Automática;3;NOR;B;X;1;S ;0,00;6,00;-;0;2;142;0;142;0,000;0,00;6,000;43,000;86,000;0,000;0,000;12,000;96,000;0,000;0,000;0,000;0,000;8,000;16,000;82,000;0,000;5,000;0,000;0,000;0,000;0,000;0,000;198,00;0,00;340,80;198,00;17,21;S;198,00;198,00;130;142;129;147;150;-;;;S;;GUARDADO;PENDIENTE;-142,80;0;8;0;8;0;0;;;;;;;
2021;110;Escuela de Ingeniería y Arquitectura;29808;Fundamentos de administración de empresas;1;650;Organización de Empresas;4012;Dirección y Organización de Empresas;GRA ECTS;440;Graduado en Ingeniería Electrónica y Automática;2;NOR;B;X;1;S ;0,00;6,00;-;0;2;131;0;131;0,000;0,00;6,000;45,000;90,000;0,000;0,000;10,000;80,000;0,000;0,000;0,000;0,000;30,000;66,000;62,000;0,000;3,000;0,000;0,000;0,000;0,000;0,000;236,00;0,00;235,80;220,00;13,32;S;236,00;220,00;121;122;117;131;129;-;;;S;;GUARDADO;PENDIENTE;0,20;0;8;0;8;0;0;;;;;;;
2021;110;Escuela de Ingeniería y Arquitectura;29809;Fundamentos de electrotecnia;1;535;Ingeniería Eléctrica;5009;Ingeniería Eléctrica;GRA ECTS;440;Graduado en Ingeniería Electrónica y Automática;3;NOR;O;X;1;S2;0,00;6,00;-;0;2;149;0;157;0,000;0,00;6,000;45,000;90,000;0,000;0,000;15,000;180,000;0,000;0,000;0,000;0,000;14,000;80,000;71,000;0,000;5,000;0,000;0,000;0,000;0,000;0,000;350,00;0,00;357,60;340,00;10,22;S;340,00;340,00;154;148;148;160;157;-;;;S;;GUARDADO;PENDIENTE;-7,60;0;12;0;12;0;0;;;;;;;
